1,6.59547,7.03487,64.2964,45.2223,23.5711,24.5597,23.177,16.9337,11.8326,8.8082,6.32171,5.40192,3.81343,2.79076,1.65388,3.98692,7.07323,6.11072,36.9459,52.2537,36.3636,35.0759,23.5798,17.6434,9.74542,10.4586,7.84481,5.61029,3.76548,2.71927,0.809939,0,0,0,11.0968,52.1482,50.728,40.299,31.1473,22.0375,16.3888,11.2476,7.483,6.04708,3.14298,2.08631,1.36181,0.785527,0,0,0,0,0.00697472,10.7228,48.667,63.4316,40.2258,35.7254,23.1151,14.3731,7.8204,5.26765,3.94943,2.69486,0,0,0,0.429817,6.57454,43.6582,38.3461,33.9381,39.9032,34.1534,19.2554,16.0087,10.9599,7.18396,4.22493,1.36356,0,0,3.54403,20.517,26.6792,32.6783,35.3941,37.9773,34.1212,23.2738,11.4394,6.9102,6.73235,6.59111,4.71055,5.43156,0,4.06016,17.7768,33.0209,27.1935,26.7942,32.2903,33.7428,19.7672,11.4272,8.94595,7.80209,10.0296,8.46992,6.47777,8.20139,0.216216,0.0836966,0.228422,0.654752,1.75763,30.0968,101.749,73.4446,21.6931,10.1892,7.65214,5.03836,1.2973,0.904969,0.546643,0.447254,0.485615,0.185702,0.240628,0.367916,0.693984,0.960767,5.02441,50.7454,119.57,52.0706,13.2467,7.79512,4.06103,0.431561,0.116827,0.00348736
1,0,0.00408497,3.39788,20.634,23.5678,28.2614,24.3946,26.6822,24.7394,20.7018,23.4567,25.2753,14.9771,11.6087,6.99101,1.30801,0,0.0694444,1.94853,17.5139,33.973,43.2631,32.1879,27.9771,17.0931,19.3979,19.875,17.1806,14.7925,10.652,0.0759804,0,0,0,0.224673,5.62582,20.7247,36.5057,44.6356,35.2051,30.915,25.5253,17.3946,18.8513,9.24592,6.54902,2.96895,1.62827,0,0,0,0,0,0,0.39951,4.00408,24.7712,46.1683,37.4551,35.7647,35.3832,33.2582,24.5474,14.2484,0,0,0,0,0,0,0,5.24755,33.3227,43.6895,41.0433,32.5172,29.0498,41.594,20.0784,9.45752,0,0.268791,16.067,19.576,19.9216,25.3472,28.7288,29.4763,37.8039,31.2288,18.3954,10.5139,6.78105,6.37908,4.4085,1.10376,0,0,0,0,1.86275,13.8031,25.8056,33.7688,29.0335,23.7778,19.7565,18.9355,22.1708,17.5417,17.3162,32.2279,77.8546,0.207516,0.447712,6.85131,28.531,58.4673,42.1757,15.5882,9.5433,8.625,5.9469,1.56699,0.121732,0.0465686,0.0261438,0,79.6446,0.343137,0.949346,7.59722,21.1144,27.6446,49.5425,43.4371,13.5057,7.86928,3.60131,0.750817,0,0,0,0
1,10.7768,6.9249,39.873,45.6248,25.9325,33.8061,27.7181,21.404,19.2016,12.3668,6.86113,4.20659,1.27115,0.0326746,0,0,7.98788,5.60527,27.853,50.3784,41.5241,46.3257,23.7718,18.7188,10.5845,9.05244,6.64664,4.45323,2.13281,0.903821,0.0616601,0,0,0.23083,13.99,30.1813,40.3083,39.308,35.8192,24.3942,17.1895,14.3657,10.9734,11.9447,5.51515,3.9025,3.05402,4.82319,0,0,0,0,0,7.13729,15.9436,32.3563,49.0182,48.4564,39.5657,27.6838,19.9494,10.8769,4.25086,0.761528,0,0,0,0,7.76021,13.0224,27.8292,39.9958,50.0806,41.9215,28.6482,22.1323,16.1286,6.84901,1.5747,0.057444,0,0,1.31858,16.3726,28.6192,40.4885,39.0108,38.4675,39.0266,26.3489,12.9397,7.83715,3.38287,1.3386,0.680369,0.168643,0.0490119,5.97365,11.7929,24.351,40.0669,42.751,38.6851,24.6361,20.3547,15.4308,12.263,9.94256,5.42345,1.73017,2.0917,0.457971,0,0,0,0.0859025,5.69644,47.3091,108.367,66.7684,15.2643,6.46061,3.76021,1.9336,0.349934,0.00421607,0,0,0,0,0,0,0.00948617,2.61555,24.1444,68.5702,99.5404,46.878,8.33465,3.38551,1.90198,0.61502,0.00474308,0
1,4.10797,6.58368,55.0156,71.5148,30.4071,24.5437,18.4579,12.0737,6.54811,4.17148,3.49698,2.91902,2.46936,2.37282,2.07812,9.23976,0.979359,1.62591,21.8977,68.9933,63.3395,42.8568,16.3087,7.97078,3.98095,4.63639,3.86027,3.06129,2.94316,5.66402,4.36837,3.5135,0,0.816767,15.7421,80.2972,83.7815,29.852,11.9416,7.99238,5.0416,3.7739,4.35821,3.75738,2.2369,1.61448,0.98444,3.80946,0,0,0,0,0,19.2633,21.2525,46.4605,68.5017,43.9644,22.6993,13.5802,6.32455,5.51794,3.93776,4.49794,0,0,0,0,5.02001,26.9368,29.0759,50.2991,69.3134,33.429,15.9187,8.33789,8.11305,4.65164,3.2061,1.69832,0,0,0.231185,11.5097,28.0178,37.5815,39.0092,43.1312,41.0772,26.0934,10.4719,6.29533,3.07653,2.65989,2.36138,4.48396,0,2.41219,20.5564,26.449,46.7475,53.9625,43.9454,18.6307,10.3144,6.65227,5.47348,4.93998,3.84122,2.87202,2.81232,6.3906,0,0,0,0,0.010162,13.3198,95.9886,102.638,25.786,8.65672,3.6799,2.05653,1.50397,0.769768,0.326453,1.26389,0,0,0,0,0,0.00762147,0.536043,45.0746,143.675,50.2915,8.71515,4.30613,2.50873,0.483963,0.233725,0.167672
2,72.9218,34.2614,111.137,22.6855,6.5098,5.38876,2.04131,0.805752,0.248366,0,0,0,0,0,0,0,28.0497,20.2635,84.7001,74.2996,24.8052,13.4824,5.29621,3.28157,1.09699,0.506144,0.218039,0.000522876,0,0,0,0,0,0,11.7448,83.0907,111.188,32.869,8.66353,5.08131,2.24261,0.673987,0.279216,0.166797,0,0,0,0,0.857516,7.53412,22.3576,35.1927,52.3843,68.9846,37.84,10.628,8.17098,7.54405,3.56967,0.936471,0,0,0,0,9.64863,20.2583,46.182,68.3336,60.0063,21.0243,7.36471,5.16967,6.51608,9.38771,2.03817,0.0705882,0,0,0,0,0,0,14.5914,58.1605,50.4716,48.594,40.7885,25.0301,12.1067,4.66248,1.35791,0.236863,0,0,0,0,56.6892,93.886,57.3025,19.5226,9.88967,6.84549,9.36732,2.21595,0.281307,0,0,0,0,0,0,0,0,0,0,0,0.0810458,14.594,114.513,103.969,18.5809,3.31451,0.818824,0.127059,0.00104575,0,0,0,0,0,0,0,0,0,0.860131,33.6361,132.93,79.074,7.95294,1.2732,0.264052,0.00993464,0,0
-1,43.6777,13.0507,76.1201,68.7516,22.0283,14.4684,11.5792,5.8516,0.472387,0,0,0,0,0,0,0,40.9108,9.60918,36.4865,68.8122,54.0532,30.4645,9.80006,5.4149,0.448598,0,0,0,0,0,0,0,0.0991221,9.87992,28.9068,42.1274,58.7114,63.5848,33.9247,14.2232,4.32739,0.215236,0,0,0,0,0,0,0.00226565,0.790711,2.4401,4.08666,20.4764,29.8516,57.9558,78.5851,37.2082,18.9697,5.41206,0.221467,0,0,0,0,0,0.0271878,2.43557,9.83857,28.5981,74.5556,79.5287,41.761,17.2767,1.93883,0.0396488,0,0,0,0,0,26.0045,14.0549,11.6063,29.1005,42.5868,53.9241,43.173,27.4812,7.23988,0.701784,0.126876,0,0,0,0,0,17.3129,32.2515,44.4956,83.6086,49.5554,17.9196,9.90598,0.950439,0,0,0,0,0,0,0,0,69.5973,0.293401,0.422543,1.01274,31.5576,87.0467,53.1589,12.0159,0.872841,0.0220901,0,0,0,0,0,0,71.4376,0.301897,0.492778,5.46191,19.6403,41.3118,49.6749,49.3299,17.322,1.00538,0.0215236,0,0,0,0,0
-1,12.0774,9.3589,101.653,75.1299,19.3797,16.3741,11.7604,7.43306,2.80183,0.0314155,0,0,0,0,0,0,26.7112,5.91489,42.7631,85.3545,47.8619,30.3518,10.9742,4.27105,1.58977,0.207489,0,0,0,0,0,0,4.61589,13.2135,12.7927,31.9394,90.4818,60.4924,24.488,10.2568,5.3158,2.27288,0.130776,0,0,0,0,0,0,0,0,0.212603,6.34155,18.9845,60.9447,90.0413,43.7516,18.2787,14.248,3.14301,0.0540639,0,0,0,0,0,0,2.13845,23.8005,59.9394,77.6789,51.7881,26.0588,13.7074,0.782466,0.105936,0,0,0,0,16.5048,20.2389,19.2804,14.4482,33.7096,51.3242,53.2661,34.712,10.053,1.97479,0.309041,0.130776,0.0482192,0,0,0,2.82228,12.4793,50.3006,100.738,50.0106,22.4248,12.6268,4.23233,0.335342,0.0299543,0,0,0,0,0,0,69.7403,0.321461,0.444201,2.43215,40.8665,86.5191,47.3907,7.69388,0.520913,0.0708676,0,0,0,0,0,0,71.4652,0.326575,0.77516,8.29735,22.0493,37.6248,51.9847,48.7072,14.0603,0.671416,0.0379909,0,0,0,0,0
-1,13.6232,11.4873,69.4468,68.6876,33.3474,27.631,12.8353,8.0988,5.24512,3.16421,1.29401,0.563579,0.260618,0.181979,0.133081,0,3.57908,5.56572,35.3845,55.5614,56.4194,56.9921,23.5539,11.9652,3.85079,1.97202,0.69666,0.234405,0.151229,0.073598,0,0,0.0967864,6.8179,26.5608,57.4442,55.2892,52.9895,28.0252,14.0552,9.32224,4.36799,0.711279,0.225835,0.0781348,0.015627,0,0,0,0,0,0,0.0872086,11.4783,29.4392,48.6881,67.505,56.0091,22.0003,10.4741,5.91153,3.62596,0.638185,0.143163,0,0,0,0,0.218778,13.8026,63.5609,42.5371,76.49,34.7882,12.8096,7.62193,2.81437,1.03642,0.320101,0,0.332199,6.75892,9.21437,19.7727,28.3912,41.904,49.5209,55.5604,38.1222,6.26894,0.154253,0,0,0,0,0,0,2.80428,32.9986,46.7655,43.7379,69.5602,35.7948,13.4573,5.09288,2.55526,1.04398,1.02583,0.44058,0.320605,0.189036,0.213233,36.3115,0.219282,0.350851,3.11834,41.2043,100.641,60.9709,11.6149,1.47498,0.089225,0.00504096,0,0,0,0,0,37.6761,0.293384,0.511657,4.80807,20.7546,39.5665,69.5466,67.9929,13.8727,0.944171,0.0322621,0.00100819,0,0,0,0
-1,1.49042,4.04981,65.2559,65.8161,19.8782,29.4943,32.4146,20.2858,11.6789,3.62299,0.604598,0.837548,0.332567,0.234483,0.00383142,0,3.75249,2.4682,22.5065,58.0222,56.9985,43.4582,38.5686,18.2989,6.15939,4.20077,0.914176,0.327969,0.203831,0.120307,0,0,0,3.67356,12.767,31.6199,71.5318,52.7916,34.8161,23.4092,12.9088,7.33946,3.059,1.67816,0.178544,0.180077,0.0436782,0.00306513,0,0,0,0,0,3.18084,32.7042,62.8521,42.2713,29.2797,48.8498,26.9916,6.85364,1.34559,0.805364,0.8659,0,0,0,0.0873563,9.29808,32.9724,60.9456,41.8414,27.5954,46.0299,29.318,5.39157,0.91341,0.614559,0.716475,0.275862,2.71188,9.52644,24.0782,19.308,27.5149,42.9448,51.2084,49.1648,21.6238,5.9433,1.37854,0.51341,0.0835249,0,0,0,0,4.68506,32.4682,63.6674,44.2866,33.0782,35.2253,28.3188,10.1985,2.22529,0.403065,0.392337,0.518008,0.29272,0.196169,0.0444444,58.1203,0.344828,0.562452,3.69808,50.7372,95.2444,38.7257,7.141,1.05364,0.288123,0.0842912,0,0,0,0,0,60.554,0.431418,2.17165,12.9126,29.1303,50.4782,65.5739,30.9847,3.33716,0.36092,0.0651341,0,0,0,0,0
-1,28.9061,22.1585,140.731,45.8337,9.30738,6.23362,2.16995,0.641319,0.0187815,0,0,0,0,0,0,0,6.21896,2.53596,27.2625,87.093,74.9226,37.7609,15.7219,4.21896,0.265231,0,0,0,0,0,0,0,0,0.898305,5.11956,41.6514,103.646,79.148,20.6583,4.31791,0.560696,0,0,0,0,0,0,0,0.254237,3.50618,9.37929,13.8928,31.2872,74.1429,72.1658,32.2597,14.8443,3.30692,0.945946,0.0146587,0,0,0,0,1.48282,5.69079,14.7105,43.5726,64.7627,72.8704,38.7297,12.1951,1.79753,0.187815,0,0,0,0,0,0,10.7471,10.2405,9.87907,46.6267,50.7453,53.219,44.5653,22.4352,6.20385,1.13147,0.196519,0.0100779,0,0,0,0,14.6752,53.7522,95.4306,65.1787,20.601,5.33257,1.01374,0.016033,0,0,0,0,0,0,0,0,39.0252,0.416399,0.640861,1.09299,39.186,120.357,50.2932,4.79066,0.196977,0.000458085,0,0,0,0,0,0,40.9175,0.469995,0.63399,4.78424,27.5479,52.322,74.7105,50.5941,3.98809,0.0316079,0,0,0,0,0,0
