15.7355,34.5663,79.8601,60.163,14.2801,6.26522,7.62609,11.8518,10.5391,29.1765,80.9112,81.6018,33.1536,11.6757,8.82464,8.35217,14.6428,27.2819,50.8225,58.6627,35.433,20.3725,15.8029,11.6717,25.0232,31.1822,32.7971,25.8123,16.3678,12.5018,13.7736,18.5402,25.3348,35.9841,87.1841,74.6123,21.3188,6.99167,3.25833,5.15217,111.088,45.433,47.5906,30.3848,10.5315,15.8935,28.8717,57.5475,23.9837,10.971,12.45,22.2612,49.8471,78.0297,61.9431,35.6522,29.937,22.7141,17.5112,15.9547,21.4757,29.5199,32.9333,35.0862,43.8692,15.383,17.6159,27.7185,27.2562,27.4616,25.4149,27.9525,119.979,63.2,21.4286,10.9366,6.57826,7.30036,12.5489,44.8225,35.9091,33.9678,35.7942,43.9486,48.7746,39.3333,20.8866,17.9913,24.6326,19.2438,17.646,19.5029,25.8025,29.8576,30.8072,29.6746,23.1457,11.075,7.90978,10.5355,16.904,23.9322,32.3185,33.8797,49.3902,29.6134,15.9801,11.6159,11.6562,14.254,24.575,43.6717,29.9051,27.8109,24.7543,22.113,19.2399,17.4489,19.3739,25.8565,18.3435,17.9685,19.2543,20.8884,19.963,17.5344,17.9576,18.9899
12.1691,11.0943,12.7545,19.591,29.964,32.9106,20.3633,13.5658,57.0045,32.7922,15.6437,13.4939,16.4645,20.6504,16.5327,29.0444,82.802,30.4792,8.09885,6.57876,13.4963,20.7363,22.5983,52.1827,12.751,8.68809,8.56305,20.8414,54.5739,50.0961,20.4244,14.1132,15.9993,7.9043,6.05274,10.3032,27.9246,54.7576,49.0381,29.7345,63.7653,21.0618,6.67028,9.56759,37.9053,73.628,42.2529,25.1498,124.497,42.7185,4.93538,6.27244,17.737,20.8683,14.6965,47.481,20.4921,7.10828,6.74398,32.6319,96.6975,65.5892,14.4967,10.5449,31.9766,22.2997,13.5784,11.015,18.9413,35.3601,36.6668,33.2686,28.8928,9.33217,6.13657,8.49598,38.8596,90.2068,69.2382,38.8833,109.776,27.7852,9.12993,12.4324,19.7524,25.1984,37.9881,70.2826,19.5103,11.2396,12.6235,46.62,92.7227,48.1299,10.7824,8.66643,31.3357,30.2127,20.3978,13.7901,13.9253,15.9315,15.6217,19.5714,29.5578,30.9235,23.876,19.9598,23.6706,27.4387,25.0297,23.6472,37.3489,33.1191,24.1041,23.4146,26.8791,21.6353,20.7545,27.7111,12.0961,14.3863,17.2581,36.0678,55.8903,30.3863,12.2651,9.12993
36.9685,37.2959,22.6315,12.9356,9.09062,7.51434,9.05133,18.7805,52.9126,37.4981,17.1635,10.565,11.9805,16.3214,22.6457,36.6952,19.8644,15.4149,14.7653,16.9883,27.5175,39.5112,37.4004,26.8881,15.0888,13.3342,13.052,14.8354,23.2396,33.7069,29.9515,19.2524,63.0269,39.7023,23.5189,15.7781,12.2081,10.5409,10.023,21.0584,124.098,41.2542,9,4.01876,4.69841,13.0616,27.2789,74.9274,29.8032,9.5823,7.24602,11.1221,34.3865,75.6365,69.9961,44.68,14.4609,9.10726,7.85274,11.1221,28.2315,53.9706,56.7458,32.3253,63.5586,28.1349,12.9996,11.1522,12.063,14.5777,20.1688,32.8927,123.325,98.0301,27.3703,5.44071,3.36814,4.22903,7.15221,31.4265,45.5239,79.7979,50.8283,20.1731,22.8096,32.5338,22.4931,15.6492,19.0404,20.8343,18.7897,21.3257,31.0814,41.097,39.7989,25.6542,32.0549,31.7363,17.5607,11.8825,11.9019,12.8343,14.6099,19.0892,54.1097,79.9023,37.7391,12.1759,7.35504,6.5246,8.18584,15.2598,44.7019,92.692,58.6396,16.0439,5.48531,3.83575,4.26761,9.35894,21.5802,44.9101,48.0152,32.6998,17.5473,9.6669,7.04956,8.43186
23.1057,17.1247,16.1239,17.7761,15.0601,11.8997,12.2702,17.9992,45.4261,37.1038,22.7111,17.8385,15.2147,12.6431,13.0232,23.6385,102.914,61.7092,17.1273,6.95439,4.47054,3.3702,5.57545,35.588,89.2638,42.6085,10.0741,4.98632,6.20106,7.5363,10.7917,41.6545,30.6815,21.3307,16.4132,17.68,17.4451,15.3105,16.4249,25.1885,43.7533,36.3333,34.6804,42.6317,39.9844,23.6176,13.4713,16.4937,131.395,69.469,18.1346,8.9103,4.80578,2.45268,3.23413,37.8571,111.004,52.5241,15.8776,8.03459,6.02167,5.09198,8.14937,43.2638,27.3656,26.0813,21.5146,19.767,17.9871,13.1589,12.3732,18.7997,46.5211,19.7495,19.4899,33.1703,40.8472,30.8814,24.583,31.1653,130.591,60.317,11.3349,5.20601,5.68909,6.88065,11.417,50.7617,90.1513,74.0726,30.455,12.0848,6.41391,4.12581,5.45268,22.9609,18.2064,18.1353,14.4607,14.4512,15.5713,14.0517,11.8202,13.1273,36.8335,29.2623,18.4732,17.6541,17.634,15.1745,13.9126,21.3139,78.087,61.4812,19.3204,9.03953,6.94413,6.65831,8.93881,26.4751,60.9692,64.7104,27.691,10.9863,5.48499,3.57507,4.9008,18.092
11.9412,11.348,24.721,64.917,54.4716,19.0423,11.3222,12.3586,55.1452,38.3484,29.8963,38.8611,27.4611,12.2506,11.163,25.7511,36.7693,24.2417,22.0572,35.7464,35.8992,20.9111,16.6164,25.3226,12.8611,16.1528,25.2989,42.2248,36.6101,16.094,9.32938,9.88908,20.8395,14.2269,35.0072,102.824,73.9128,10.0859,3.21465,5.06943,122.537,41.6355,20.9839,32.8925,20.5881,7.63463,8.72481,46.7265,40.1287,12.7633,18.4547,68.9809,87.608,30.9073,14.1749,23.7515,16.8658,20.7185,32.6321,53.3717,43.1029,13.992,8.84886,11.7621,32.5326,10.9547,17.4268,67.0529,64.2583,21.8069,12.4975,17.108,122.43,57.9136,22.1626,25.1503,15.9454,5.97629,7.52625,36.5457,27.1139,21.9128,30.359,88.3484,88.1571,20.182,7.50677,9.20364,24.6372,17.6029,17.8294,32.2299,35.3831,18.5724,17.2832,24.5254,24.5504,10.1228,9.12489,21.3171,30.3171,22.818,22.1524,29.7608,56.8277,26.8929,15.6279,17.2997,17.5995,14.5864,19.3836,43.8675,20.0813,14.9225,17.3776,35.3184,43.0377,27.2062,18.8717,20.4958,20.9975,12.9738,10.7561,17.8319,23.6859,19.3586,18.5533,24.3654
34.8398,76.1776,49.2748,16.2022,6.16175,3.23129,3.14097,7.33825,54.1255,93.5144,48.8311,16.5843,8.23507,5.21126,5.70559,11.1927,15.7377,31.3118,48.5423,60.9263,37.1119,13.359,7.82993,7.57672,9.09108,18.3311,38.8844,54.7188,33.1183,12.5287,6.54724,5.50416,52.3322,59.3832,39.2543,21.2634,14.2128,10.4766,6.95352,11.1973,124.859,78.3715,19.8515,7.5189,9.75661,8.12207,7.27702,34.5559,28.7903,14.8481,23.5163,61.5665,91.7283,40.9089,10.6122,12.9732,15.5729,23.6489,37.489,50.5605,39.7543,16.9924,9.34958,11.0831,54.7003,12.9951,6.88133,8.69728,15.1655,23.7018,33.0351,49.6557,124.157,39.6901,9.19237,10.1213,10.3889,7.10015,13.9429,62.1315,28.3534,15.6912,13.7237,49.6837,93.5363,49.3409,14.74,10.5873,16.681,12.5057,11.6686,21.8265,40.8027,39.7774,28.3125,21.2884,35.4116,11.9308,5.44104,5.24603,8.94218,16.8806,33.9785,52.2434,58.6833,22.2264,9.85979,8.3904,10.876,14.3711,28.5499,62.4924,19.2101,13.3783,12.4267,20.6387,41.7861,43.4879,26.2823,19.8787,11.9214,7.72751,9.17649,16.8968,32.1213,36.9641,26.1005,16.4558
30.5945,33.9399,27.6447,24.1898,15.536,7.97118,6.3203,12.3289,67.9914,52.4409,25.1639,15.2808,11.0049,8.98806,10.4981,27.3882,25.0626,20.3026,23.1997,39.8526,43.783,25.5611,15.9959,18.6517,29.7678,22.6678,20.6982,26.7567,24.128,14.7233,13.7324,22.3808,45.2923,28.1214,24.3261,30.0667,27.3681,16.0198,9.24207,13.149,122.762,51.7834,15.4496,11.3022,11.6311,9.27789,9.01276,44.1169,38.4739,14.4854,17.7839,59.8621,84.2264,40.219,15.5735,22.1009,61.9959,26.2849,14.3689,21.0416,22.2565,13.7118,21.0848,55.1569,37.8374,14.4302,9.95348,19.2536,29.3866,28.259,24.0086,24.8522,109.288,77.9382,51.641,28.3442,11.163,7.36394,8.21737,23.7394,48.6875,38.846,62.8835,83.8699,49.0951,9.97859,6.87937,26.189,92.4368,27.9872,8.56443,10.5813,10.2853,8.44874,20.6756,77.8736,17.3664,11.0436,9.86991,15.5702,25.0395,25.9354,24.007,21.142,29.0441,27.3195,24.9634,23.501,24.1643,21.8547,21.492,24.5496,69.3232,30.3759,21.2878,18.888,11.7695,9.9823,17.8588,53.4767,81.8028,33.0601,13.0012,10.4854,7.25484,5.48333,12.0045,55.3088
23.3105,31.0488,29.5797,25.3786,18.6988,11.8246,8.71035,11.1456,47.3771,39.8246,23.5592,15.5849,14.0737,14.8321,17.2949,27.9025,27.5611,26.0894,20.3377,19.7506,22.9829,24.8362,22.1679,22.4996,19.659,22.2573,20.4631,17.7796,18.6418,18.0752,14.9896,15.9765,41.3574,26.0015,25.2051,27.9952,30.984,30.2535,17.9769,15.4404,118.723,40.6653,11.9188,7.98995,9.07036,15.6821,24.1649,59.9698,29.4356,15.0748,16.5395,37.8038,65.3995,57.1251,33.8972,26.1876,24.4501,31.6567,30.6132,28.2077,27.3537,19.1337,13.6962,16.7074,24.0354,4.54207,3.33023,7.53946,25.0309,75.5693,85.6962,35.9948,112.927,46.7059,20.1445,15.2867,11.4996,29.6802,51.7669,52.701,21.5953,23.8395,39.9721,74.7695,73.5666,35.7271,14.6247,9.65972,24.685,27.898,27.1273,28.0071,29.3738,23.7327,19.5625,20.4177,15.9151,11.7722,7.13887,5.78332,13.1072,57.9713,81.7647,36.5223,11.7807,7.68094,7.63999,10.4389,28.2424,75.1828,86.5707,36.2461,9.27178,7.23418,10.4613,20.8485,43.8809,69.2558,53.0908,21.2677,17.4993,12.3794,10.1821,12.3719,23.3622,37.6832,36.8217,24.3213
18.0356,21.3239,20.0303,19.3094,17.9311,13.6356,10.3736,12.8072,27.2662,23.9295,18.9308,16.3499,18.2669,21.1601,25.2465,26.8241,21.6066,24.2306,19.3176,15.798,19.5272,31.5888,31.0695,19.7423,25.004,25.0514,17.5423,12.5773,12.5357,17.2178,17.6962,18.0537,39.5028,26.4343,22.2181,22.2036,22.2007,16.6926,9.90181,15.9638,112.138,23.5087,7.1117,5.40956,6.31862,22.4794,51.9809,84.2824,20.5203,6.12125,3.46689,3.9173,23.142,105.81,95.4241,39.0168,21.1058,14.0952,8.18221,6.51796,13.653,51.5107,63.3677,35.23,50.4165,17.2175,9.52092,13.7216,23.1331,26.118,18.3631,22.9773,129.441,48.6366,3.20923,1.89127,3.44975,8.28468,11.315,48.8161,74.9189,21.8679,4.22998,4.17694,20.0511,82.1664,71.1071,37.083,8.7598,3.55091,3.20198,6.74959,22.831,75.3374,84.6359,32.9657,34.2705,15.4511,7.1453,8.37101,16.1328,22.0675,19.197,25.2554,110.735,46.3588,6.82834,2.60099,3.37694,6.25964,10.3308,48.147,84.7394,48.8656,19.4586,11.0761,8.53641,13.3911,17.8161,36.8303,12.4886,12.5954,17.7239,25.7835,33.1453,37.1815,28.3058,16.4105
21.9963,69.6912,75.8936,27.7597,5.72693,2.52121,3.18378,6.52455,41.3036,97.1953,78.641,19.5978,5.03609,3.41815,4.1901,8.15662,26.3988,59.1611,61.3356,33.75,15.4156,10.5882,8.96949,9.7381,10.2574,26.798,47.4918,41.8702,25.1455,15.6112,8.98586,6.60603,40.2935,50.2865,57.2541,36.0138,15.7184,9.37165,5.90216,8.5997,123.243,83.3434,34.9587,10.1403,3.74219,3.57887,6.20647,39.6421,44.8981,33.2028,48.4382,63.2188,37.8043,18.4461,12.8304,21.0536,13.3296,34.4271,59.6815,52.4959,23.9922,10.4007,6.75112,7.72731,45.9602,20.3676,13.189,16.798,18.4728,22.3173,23.1574,26.2813,112.129,84.7708,51.9241,19.0729,5.18266,5.02493,7.28981,24.4862,19.7641,41.9609,87.0923,88.016,29.301,6.78906,4.14658,6.03162,20.4256,32.9714,47.1362,43.1336,18.2467,8.69159,9.38505,13.3121,19.6071,15.9103,13.0513,12.5792,15.5815,19.5573,21.24,20.3497,25.7039,33.0201,32.3728,21.5729,15.9721,15.667,16.8765,18.4401,20.3664,28.362,40.5313,31.2292,15.1492,10.9773,13.8155,17.2798,22.5919,22.8705,23.9081,19.5807,11.1164,9.17336,13.0629,18.9888
26.2748,18.164,16.6732,16.5838,13.6274,9.00258,11.4863,23.277,75.1966,30.7804,11.4727,7.00226,4.72134,5.62383,14.9732,50.9483,82.6225,21.0998,4.20633,2.32838,3.31837,10.5634,33.9751,79.2925,24.2322,7.92767,4.55279,6.40006,14.5328,31.1556,44.8256,43.6232,37.8737,13.6271,7.62415,9.21698,11.619,13.309,31.1075,51.7933,96.824,34.7323,8.94575,4.58734,5.04262,13.576,38.1011,56.7291,126.418,48.2573,4.80982,2.26736,2.6319,6.16145,15.6345,63.8418,40.3913,14.5095,11.6135,20.0036,29.6087,35.3258,29.5163,28.2502,48.3168,10.4152,3.50081,3.44914,6.10849,12.5102,44.5664,82.166,44.2444,7.84146,2.72748,2.07975,4.0917,25.5063,95.3723,101.129,111.915,27.8967,10.8282,7.06167,5.07943,9.24282,42.3013,92.3442,31.0526,24.6771,31.0736,36.0436,29.1711,19.0613,10.4411,12.9215,51.2328,20.5754,7.49306,3.81789,4.36874,8.2751,25.8208,57.4501,44.6242,27.3009,17.3594,10.9057,7.8576,11.3526,36.5592,60.3161,27.2406,24.7888,28.8386,24.5599,17.1802,14.649,24.3242,34.8344,12.7653,18.7769,30.6845,32.1459,23.1259,14.4349,10.7704,10.6077
24.4047,19.4261,19.3876,21.0892,16.7969,11.4325,11.4925,18.6502,45.233,30.6246,21.7737,19.0592,15.4458,12.2941,15.45,31.0496,73.1627,29.646,10.7495,8.39507,10.5514,13.0764,24.2545,58.4954,20.3976,8.21413,8.08315,22.6367,44.0271,33.6717,26.5517,28.363,30.9429,28.0136,24.3158,22.9104,18.6192,12.1406,13.166,21.7377,61.1988,45.9822,36.5271,33.2252,21.7345,13.3116,13.4475,21.9286,124.989,60.9893,14.9086,12.4789,11.4668,6.89793,9.66346,45.9532,28.818,10.3076,13.8323,67.828,85.4004,30.6428,12.495,14.7341,33.6974,23.233,17.9718,17.0421,16.5457,14.0253,17.9532,31.0792,58.2106,15.2309,11.7901,14.7498,14.93,19.142,48.2623,82.3212,115.249,29.0239,16.7545,32.1963,20.0735,7.17844,22.7973,82.9679,16.152,10.7202,26.4375,101.188,87.8312,13.9375,3.57816,4.79015,34.4679,16.9111,8.83726,9.20128,12.2231,14.2291,19.737,33.8537,59.3569,27.0578,13.8383,10.1292,8.10421,9.28337,24.6517,61.2173,33.3922,21.8694,29.1478,52.54,38.3894,13.3651,13.7113,32.358,7.02427,6.44004,19.7627,71.2687,61.9747,18.4932,8.01856,7.64454
10.5253,12.5081,17.871,22.1924,23.6134,25.938,23.8338,14.9294,51.3719,30.6224,19.2039,14.8226,11.3594,14.3934,20.0777,33.6467,87.9412,30.6249,9.17771,4.28628,3.51487,5.80903,19.0971,70.1315,37.7087,14.613,6.72375,5.63741,9.87531,19.2458,32.6976,49.2365,11.7947,4.99749,4.78502,7.55966,18.1376,57.9337,78.3411,39.3501,59.5296,16.4264,6.08384,6.57578,25.1824,80.0932,61.5421,31.3049,126.614,40.4952,4.47796,2.19706,3.22322,8.13651,14.9613,68.239,56.9323,21.1508,11.8972,12.287,15.2651,23.7331,31.4009,43.8596,26.5675,17.6195,11.2504,8.70691,15.3278,43.5181,59.3991,42.7904,20.8345,7.36331,6.79255,10.7707,44.3221,108.533,72.6152,27.3264,116.825,52.483,12.9244,5.41455,9.60623,26.1344,33.4833,53.392,51.2648,54.1731,36.0179,19.6553,13.3458,11.0774,10.6697,16.8395,25.1541,28.2454,24.412,18.2408,16.4357,17.5109,17.7449,18.9276,16.5496,22.9799,26.378,30.2207,38.3139,35.7449,22.2931,13.5095,32.9129,37.5883,24.3239,18.5271,23.4798,23.3601,19.6213,21.239,30.986,43.8506,31.3174,15.139,10.4726,8.58044,9.26765,14.8638
22.2207,14.6468,13.2757,14.6518,14.6668,12.7497,13.5106,19.2999,34.9608,13.0516,8.6085,9.71345,12.8451,22.8825,41.2399,49.1712,15.2878,10.8863,9.00125,11.0392,22.6781,45.3978,46.7613,27.1304,16.9633,15.7314,12.3544,11.9563,16.0721,20.2157,16.6451,14.935,58.0079,23.319,16.5052,19.0346,17.7809,13.5777,11.314,21.4844,127.787,32.2436,7.92337,7.18367,10.9517,27.3132,54.5427,100.808,20.9146,7.54561,8.01041,32.1349,94.6335,105.012,69.2328,36.8521,14.8888,13.9892,13.4261,21.8009,42.4311,36.0837,18.5256,14.1695,56.1537,22.3669,11.4148,14.5581,18.0383,18.4552,16.6551,21.4277,127.056,105.83,61.8796,27.3186,10.3165,6.808,7.09371,28.1004,19.7243,39.4756,77.3728,104.583,90.5385,30.2932,7.33444,7.02082,14.464,14.728,19.09,35.1487,41.9767,22.0416,13.7797,12.8584,19.4182,18.2191,13.4844,13.5339,15.8696,15.0858,13.3294,13.3953,30.0046,46.9475,41.8072,21.4448,12.1091,9.90337,9.02124,12.5427,15.8867,27.955,47.0446,39.7851,18.2757,10.2153,9.88963,11.8984,16.2666,14.8709,16.2341,18.4173,15.8242,12.3311,12.8434,14.6039
