0.264906,0,0,0,0,0.662266,0.39736,0.132453,0,0,0,0,0,0,0,0,0,0,0.264906,0.132453,0.264906,0,0.132453,0,0,0,0,0,0,0,0,0,0,0.132453,0,0,0,0.132453,0.132453,0.132453,0,0.132453,0.132453,0,0.132453,0,0,0,0,0.132453
0.173494,0.0578315,0,0.289157,0.289157,0,0,0.0578315,0.173494,0.231326,0.0578315,0.115663,0.0578315,0.173494,0.115663,0.173494,0.173494,0.289157,0.0578315,0.173494,0.0578315,0.173494,0.0578315,0.115663,0.0578315,0.115663,0.0578315,0.231326,0.0578315,0.115663,0.173494,0.115663,0.231326,0.0578315,0.115663,0.289157,0.0578315,0.0578315,0,0.115663,0.115663,0,0,0,0,0.231326,0.115663,0,0.173494,0.0578315
0.210819,0,0.105409,0.105409,0.210819,0.210819,0,0.105409,0.105409,0.105409,0,0,0.105409,0,0,0.105409,0,0.105409,0.632456,0,0,0,0.105409,0.105409,0,0.105409,0,0,0,0.105409,0.210819,0.105409,0,0.210819,0,0.210819,0,0,0.210819,0,0.210819,0.210819,0,0,0,0.210819,0.105409,0,0,0
0,0.120386,0,0.120386,0.481543,0.361158,0,0.120386,0,0.120386,0,0,0,0.120386,0,0.240772,0,0,0,0.120386,0,0.240772,0,0.120386,0,0.240772,0,0.361158,0,0.120386,0.120386,0,0,0,0,0,0,0.120386,0.120386,0,0,0,0.120386,0,0.120386,0,0.120386,0,0,0.361158
0,0,0.353553,0,0.353553,0.353553,0,0,0,0,0,0,0,0,0,0,0,0,0.707107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553,0
0.175412,0,0.0877058,0.175412,0.0877058,0.526235,0.0877058,0.0877058,0.0877058,0.0877058,0.0877058,0.0877058,0,0,0,0.350823,0.0877058,0,0.0877058,0,0,0.0877058,0.175412,0.350823,0,0,0,0.0877058,0,0,0.0877058,0,0,0.175412,0.0877058,0.0877058,0,0.0877058,0,0,0.263117,0.0877058,0.0877058,0.0877058,0,0.0877058,0.0877058,0,0.350823,0
0,0,0,0,0,0.316228,0,0,0,0,0,0,0,0,0,0.316228,0,0,0.632456,0,0,0,0,0,0,0.316228,0,0,0,0,0.316228,0,0,0,0,0,0,0.316228,0,0,0,0.316228,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.105409,0,0,0,0.210819,0.105409,0.105409,0.210819,0.105409,0.105409,0.210819,0.105409,0,0,0,0,0,0,0.316228,0,0,0.105409,0,0.105409,0,0.316228,0.210819,0.105409,0,0.105409,0,0.105409,0,0.316228,0.105409,0,0,0.105409,0.316228,0.105409,0.105409,0.210819,0.316228,0,0,0,0,0,0.316228,0.105409
0,0,0.288675,0.288675,0,0,0,0.288675,0,0,0,0,0,0.57735,0,0.288675,0,0,0,0,0,0,0.288675,0,0,0,0,0.288675,0,0,0,0,0,0,0.288675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675,0
0,0.285714,0.428571,0,0,0,0,0,0,0,0,0.142857,0,0,0.142857,0.142857,0,0.142857,0.142857,0,0.142857,0,0.142857,0.142857,0.285714,0.142857,0,0.142857,0,0,0.142857,0.142857,0,0,0,0,0,0.142857,0.285714,0,0,0.142857,0,0.285714,0,0.285714,0.142857,0,0.285714,0.142857
0.27735,0,0,0,0,0,0,0,0.27735,0,0.27735,0,0,0,0.27735,0.27735,0,0,0.27735,0,0.27735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27735,0,0.5547,0,0,0,0.27735,0,0,0,0
0,0,0,0.267261,0,0.668153,0.133631,0.133631,0.133631,0,0,0.133631,0,0,0.133631,0.133631,0,0,0.133631,0.133631,0,0.133631,0,0,0,0,0.133631,0,0,0,0.133631,0,0,0.133631,0.133631,0.133631,0,0.267261,0,0,0.133631,0,0,0,0.133631,0,0.133631,0.133631,0.133631,0.267261
0,0.154303,0,0,0,0.308607,0,0,0,0,0.154303,0.154303,0,0,0.308607,0,0,0,0,0,0,0,0.46291,0.154303,0,0.46291,0.154303,0,0,0,0,0,0.46291,0.154303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154303,0
0,0,0,0,0,0,0,0,0,0,0.458831,0.229416,0.688247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229416,0,0,0,0,0.458831,0,0,0,0,0,0,0
0,0,0.176777,0.176777,0,0.53033,0,0,0,0,0,0,0,0.176777,0,0.353553,0,0,0,0,0,0,0,0,0,0,0,0.353553,0.176777,0,0.176777,0,0,0.353553,0,0,0,0,0.176777,0,0,0,0,0,0,0,0,0.176777,0,0.353553
0,0,0.103695,0,0,0.518476,0.311086,0,0.103695,0,0.311086,0.311086,0,0,0,0,0,0,0.20739,0,0.20739,0.103695,0,0,0,0.103695,0.103695,0.103695,0,0,0.103695,0.103695,0,0.103695,0.103695,0,0,0.311086,0.103695,0.20739,0.20739,0.20739,0,0,0,0,0.103695,0,0,0
0,0,0.208514,0,0.208514,0.208514,0,0.417029,0,0,0,0.417029,0,0.208514,0,0.208514,0,0,0,0,0,0,0,0,0,0,0.208514,0,0.208514,0,0.208514,0,0,0.208514,0.208514,0,0,0,0,0,0,0.417029,0,0,0,0,0,0,0.208514,0
0.29277,0,0.09759,0,0.09759,0.78072,0,0.09759,0,0,0,0,0,0,0,0.09759,0,0,0.09759,0,0,0,0,0,0,0,0,0,0,0,0.39036,0,0,0.09759,0,0.09759,0,0.19518,0,0.09759,0,0.19518,0,0,0,0,0,0,0,0
0.213201,0,0,0,0,0.426401,0,0.213201,0.213201,0,0.426401,0,0,0,0,0,0,0.213201,0.213201,0,0,0,0,0,0,0,0,0.213201,0,0,0.213201,0,0,0,0,0.213201,0,0.213201,0,0,0,0,0.213201,0,0,0,0,0,0,0.426401
0,0,0,0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.308607,0.154303,0.154303,0.154303,0,0,0,0,0.154303,0.154303,0,0,0,0.308607,0,0,0.154303,0.154303,0,0,0.617213,0.154303,0,0,0,0.154303,0,0,0.308607,0,0,0.154303,0,0,0,0,0,0.154303,0,0.154303,0.154303,0,0,0.154303,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707107,0,0,0,0,0,0,0,0,0,0,0,0.707107,0,0
0,0,0,0,0,0,0,0.447214,0,0,0,0,0,0,0,0,0,0,0.447214,0,0,0,0,0,0,0,0,0,0,0,0.447214,0,0,0.447214,0,0,0,0.447214,0,0,0,0,0,0,0,0,0,0,0,0
0.138675,0,0,0,0.138675,0.416025,0,0,0.138675,0,0.138675,0,0,0.138675,0,0,0,0,0.416025,0.138675,0,0,0.416025,0,0,0.138675,0,0,0.27735,0,0.27735,0,0,0.138675,0,0,0,0.138675,0,0.27735,0,0,0,0,0.27735,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0
0,0,0.229416,0,0,0.229416,0,0,0,0,0,0.458831,0,0,0,0.458831,0,0,0,0,0,0,0,0,0,0,0.229416,0,0,0,0.458831,0,0,0,0,0,0,0,0,0,0,0.229416,0.229416,0,0,0,0.229416,0.229416,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0.57735,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0,0,0
0,0,0.182574,0.182574,0,0.730297,0,0,0,0,0.182574,0,0,0,0,0.182574,0,0,0,0,0,0,0,0,0,0,0,0.182574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547723,0,0,0,0,0,0,0,0
0,0,0,0.316228,0,0,0,0,0,0.316228,0,0,0,0,0.316228,0,0.316228,0,0,0,0,0,0,0,0,0.316228,0,0,0,0,0,0,0,0.632456,0,0,0,0,0,0,0,0,0,0,0,0,0.316228,0,0,0
0.308607,0,0,0.154303,0.154303,0.46291,0,0,0,0,0,0,0,0,0.154303,0.154303,0,0,0.154303,0,0.154303,0,0,0,0,0,0.154303,0,0,0,0.308607,0,0.154303,0,0.154303,0,0,0,0.308607,0.46291,0,0.154303,0.154303,0,0,0,0,0.154303,0,0
0,0,0,0,0,0,0.534522,0,0,0,0.534522,0,0,0,0,0,0,0,0,0,0.534522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261,0,0,0,0.267261,0,0,0,0,0,0,0,0,0,0
0.267261,0,0.267261,0.267261,0.267261,0.267261,0,0,0.534522,0,0,0.267261,0,0,0,0.267261,0,0,0,0.267261,0,0,0,0,0,0.267261,0,0,0,0,0,0,0,0,0,0,0.267261,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.301511,0,0,0.301511,0,0,0,0,0,0,0.301511,0,0,0.301511,0,0,0,0,0,0,0,0,0,0.301511,0,0,0.301511,0,0,0,0,0,0.603023,0,0,0.301511,0,0,0,0,0,0,0
0.353553,0,0,0.353553,0,0,0.353553,0.353553,0,0,0,0,0,0,0,0.353553,0,0,0,0,0,0,0,0,0,0,0,0.353553,0,0,0,0,0,0,0,0,0,0.353553,0,0,0,0,0,0,0,0,0,0,0,0.353553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0,0,0,0.333333,0.333333,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0.57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57735,0,0,0,0,0
0,0,0.436436,0,0.436436,0.218218,0,0.218218,0.218218,0,0,0,0,0,0,0.436436,0,0,0,0,0,0,0,0,0,0.218218,0,0,0,0,0,0,0,0,0,0.218218,0,0,0,0,0,0,0.218218,0,0,0,0.218218,0,0.218218,0.218218
0,0,0,0.258199,0,0.516398,0,0,0,0,0.516398,0.258199,0,0.258199,0,0,0,0,0.258199,0,0,0,0.258199,0,0,0,0.258199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258199,0,0,0
0,0,0,0,0.353553,0,0,0,0,0,0,0.353553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707107,0,0,0,0,0,0,0,0,0,0,0,0,0.353553,0,0,0.353553,0,0,0,0,0,0,0,0
0,0,0,0.185695,0,0.371391,0,0,0,0,0,0,0,0,0,0,0,0,0.557086,0,0.185695,0,0,0,0,0.185695,0,0,0,0,0.185695,0,0,0,0,0,0,0,0.185695,0,0,0.185695,0.371391,0,0,0.185695,0,0,0.371391,0.185695
0,0,0,0.654654,0,0,0,0.436436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218218,0.218218,0,0,0,0,0,0,0,0.218218,0,0,0,0,0.218218,0,0,0,0,0,0.436436,0
0,0.1066,0.1066,0.426401,0,0.213201,0,0,0.1066,0.213201,0.1066,0.1066,0.1066,0.1066,0,0.1066,0.1066,0.1066,0.213201,0.1066,0.1066,0.319801,0,0.213201,0,0.1066,0.1066,0.1066,0,0.1066,0,0,0,0,0,0.213201,0.1066,0.1066,0.1066,0.213201,0,0.319801,0,0,0.1066,0,0.1066,0.213201,0.1066,0.213201
0.0751646,0,0.0751646,0.300658,0.0751646,0.0751646,0.150329,0.150329,0,0.150329,0,0.300658,0.0751646,0.0751646,0,0.225494,0,0,0.375823,0,0.150329,0,0,0.150329,0,0.0751646,0.0751646,0.150329,0.0751646,0.0751646,0.0751646,0.150329,0.0751646,0,0.0751646,0.0751646,0,0.450988,0.225494,0.150329,0,0.225494,0,0.0751646,0,0.0751646,0,0.150329,0.150329,0.0751646
0,0.0833333,0,0.25,0.0833333,0.5,0.0833333,0.0833333,0,0.25,0.166667,0,0.0833333,0.0833333,0,0,0.0833333,0,0,0.166667,0.166667,0.166667,0,0.333333,0,0.25,0.0833333,0.0833333,0,0,0.333333,0,0,0.0833333,0,0.0833333,0,0.25,0,0,0,0.0833333,0.166667,0.0833333,0,0,0.0833333,0.0833333,0.0833333,0.166667
0,0.0811107,0,0.162221,0.324443,0.0811107,0,0.0811107,0.0811107,0.0811107,0.0811107,0,0.0811107,0.162221,0.0811107,0.324443,0,0,0.243332,0,0,0.0811107,0.324443,0.0811107,0,0.324443,0,0.243332,0.0811107,0,0.0811107,0.0811107,0,0,0.0811107,0.0811107,0,0.162221,0.162221,0.0811107,0,0.162221,0,0.405554,0,0,0,0.162221,0.0811107,0.162221
0,0.11547,0.11547,0.11547,0,0.23094,0,0.34641,0,0.34641,0,0.11547,0,0,0.11547,0.11547,0,0,0,0.23094,0.23094,0.23094,0,0,0,0.23094,0.11547,0.11547,0.11547,0.11547,0.11547,0,0,0,0,0.23094,0,0.11547,0.34641,0,0,0,0,0.11547,0,0.11547,0.11547,0,0,0.34641
