0.00380561,0.00253707,0.000634268,0.00253707,0.00634268,0.00253707,0.042496,0,0.00507414,0.0405932,0.381829,0.00380561,0.00317134,0.0469358,0.278444,0.295569,0,0.00443988,0.0209308,0.132562,0.154127,0.0463016,0.0019028,0.00507414,0.0456673,0.155396,0.163641,0.0298106,0.0241022,0,0.00317134,0.019028,0.171252,0.183938,0.0482044,0.00824548,0.00126854,0.05201,0.199794,0.152224,0.0329819,0.0209308,0.035519,0.415446,0.223897,0.045033,0.00634268,0.242925,0.311426,0.0577184,0.0380561,0.136368,0.0469358,0.0120511,0.0386904,0.0298106,0.00824548,0.197257,0.05201
0.00146236,0.00146236,0,0.00511826,0.00219354,0.0036559,0.0424085,0,0.00219354,0.0329031,0.318795,0.00146236,0.00219354,0.0424085,0.416042,0.267612,0,0.0036559,0.00877417,0.171827,0.189376,0.0431397,0.000731181,0.00219354,0.024129,0.149161,0.122838,0.0314408,0.0248601,0.000731181,0.00219354,0.0233978,0.165247,0.16086,0.0482579,0.0036559,0.00146236,0.060688,0.236171,0.143311,0.0350967,0.0233978,0.0212042,0.440171,0.22301,0.0336343,0.00511826,0.22301,0.269074,0.0460644,0.0212042,0.129419,0.0226666,0.00438708,0.0204731,0.0124301,0.00292472,0.124301,0.0329031
0.000726255,0.00145251,0,0.00145251,0.00581004,0.00508378,0.0443015,0,0,0.0254189,0.276703,0.000726255,0,0.0239664,0.381284,0.248379,0,0.00145251,0.0152514,0.140893,0.137988,0.0413965,0.00435753,0.00290502,0.0275977,0.140893,0.114022,0.0196089,0.0254189,0,0.00217876,0.0167039,0.150335,0.132905,0.034134,0.00435753,0.00217876,0.0464803,0.247653,0.155419,0.0319552,0.0246927,0.0363127,0.470613,0.224413,0.0355865,0.00508378,0.219329,0.25201,0.0457541,0.031229,0.14743,0.0268714,0.00581004,0.0261452,0.0174301,0.00290502,0.305027,0.0305027
0.00246972,0.00123486,0,0,0.00246972,0.00246972,0.0333413,0,0.00370458,0.0246972,0.364284,0.00246972,0.00123486,0.0506293,0.258086,0.169176,0,0.00617431,0.0246972,0.187699,0.172881,0.0296367,0.00493945,0.00493945,0.0592734,0.192638,0.146949,0.0185229,0.0222275,0,0.00617431,0.0148183,0.159297,0.155593,0.0308715,0.00987889,0.00740917,0.0605082,0.288958,0.107433,0.0197578,0.027167,0.0333413,0.326003,0.254381,0.035811,0.00370458,0.391451,0.275374,0.0580385,0.0209926,0.204987,0.0679174,0.0148183,0.0407504,0.0370458,0.0111138,0.169176,0.0481596
0.00688056,0.00172014,0,0.00344028,0.0137611,0.00860069,0.0670854,0,0.012041,0.0258021,0.359509,0.00688056,0.00688056,0.0602049,0.208137,0.182335,0,0,0.0258021,0.239099,0.184055,0.0447236,0.0103208,0.0103208,0.0464437,0.235659,0.163413,0.0567646,0.0240819,0,0.0137611,0.0533243,0.330267,0.177174,0.0516042,0.0154812,0.00172014,0.061925,0.230499,0.232219,0.0464437,0.0395632,0.0137611,0.184055,0.196096,0.0550444,0.0189215,0.24598,0.173734,0.0567646,0.0344028,0.204697,0.0412833,0.00688056,0.0481639,0.0326826,0.0137611,0.338867,0.0928875
0.00277184,0,0,0.00415776,0.00138592,0.00415776,0.0318761,0,0,0.0110874,0.243922,0.00138592,0,0.0304902,0.331235,0.157995,0,0,0.0152451,0.16631,0.207888,0.0207888,0.00277184,0,0.0291043,0.185713,0.109488,0.0277184,0.0194029,0,0.00138592,0.0263325,0.242536,0.137206,0.0277184,0.00277184,0.00831552,0.0845411,0.37697,0.202344,0.0277184,0.0207888,0.0249465,0.408846,0.275798,0.0443494,0.00554368,0.253623,0.249465,0.0443494,0.0235606,0.139978,0.0277184,0.00277184,0.0277184,0.0110874,0.00138592,0.126119,0.0318761
0.00432339,0.00432339,0,0.00345871,0.00605274,0.00605274,0.0440985,0,0.00345871,0.0181582,0.153913,0.00345871,0.00172935,0.0518806,0.255944,0.151319,0,0.00259403,0.0319931,0.311284,0.155642,0.0311284,0.00518806,0.00172935,0.0432339,0.225681,0.232598,0.0389105,0.0190229,0,0.00432339,0.0397752,0.294855,0.141807,0.0371811,0.00691742,0.00432339,0.0596627,0.42888,0.281885,0.0415045,0.0233463,0.0276697,0.249892,0.20147,0.0466926,0.0112408,0.217034,0.182447,0.0423692,0.0216169,0.152183,0.0319931,0.00864677,0.0440985,0.0207523,0.0077821,0.230869,0.0527453
0.00269801,0.00359735,0,0.00764437,0.00179868,0.00314768,0.0463159,0,0.00224834,0.0197854,0.265305,0.00404702,0.00224834,0.0512622,0.268003,0.21719,0,0.00179868,0.0224834,0.319715,0.18976,0.0341748,0.00179868,0.00314768,0.0341748,0.213593,0.192458,0.0391212,0.0238324,0,0.00224834,0.0328258,0.266204,0.172673,0.0413695,0.00494636,0.00179868,0.0539603,0.263956,0.219438,0.0499132,0.0260808,0.0233828,0.307573,0.182116,0.0458662,0.00674503,0.161431,0.187962,0.0364232,0.0206848,0.110619,0.0229331,0.00449669,0.0215841,0.0107921,0.00539603,0.378171,0.0454166
0.00287593,0.00328678,0.000410847,0.0069844,0.0069844,0.0061627,0.0550535,0,0.00246508,0.0353328,0.220625,0.00205423,0.00246508,0.0521776,0.307724,0.26705,0,0.00410847,0.0262942,0.231718,0.187757,0.0501233,0.00780609,0.00410847,0.0439606,0.281019,0.179951,0.0373871,0.0271159,0,0.00328678,0.040263,0.333197,0.179129,0.0554643,0.0131471,0.00575186,0.0661464,0.317585,0.256779,0.0636813,0.0398521,0.0201315,0.248562,0.196796,0.0484799,0.0135579,0.198028,0.162695,0.0476582,0.0312244,0.158176,0.0435498,0.0143796,0.0394413,0.0246508,0.0069844,0.199672,0.0636813
0.00796708,0.00519592,0.000346395,0.00588871,0.00831347,0.0065815,0.077246,0,0.00865987,0.0419138,0.31037,0.00588871,0.00588871,0.0741285,0.250097,0.251829,0,0.00692789,0.0252868,0.258064,0.186014,0.0630438,0.00588871,0.00519592,0.054384,0.190517,0.198138,0.0595799,0.0457241,0,0.00796708,0.0332539,0.251136,0.198831,0.0682398,0.0169733,0.00796708,0.0661614,0.19121,0.200216,0.0592335,0.0370642,0.0415674,0.273652,0.18255,0.0460705,0.011431,0.285083,0.221346,0.0571551,0.028058,0.163152,0.0557696,0.0103918,0.0436457,0.028058,0.0145486,0.304481,0.0859059
